"X0","X1"
"C00055","C04919"
"C00055","C05673"
"C00055","C05674"
"C00055","C06024"
"C00055","C06025"
"C00055","C11436"
"C00055","C11453"
"C00055","C18059"
"C00055","C19794"
"C00055","C19799"
"C00055","C19875"
"C00055","C19876"
"C00055","C20466"
"C00055","C21464"
"C00055","C21502"
"C00055","C21503"
"C00058","C00075"
"C00058","C00100"
"C00058","C00101"
"C00058","C00131"
"C00058","C00132"
"C00058","C00234"
"C00058","C00266"
"C00058","C00286"
"C00058","C00328"
"C00058","C00415"
"C00058","C00460"
"C00058","C00488"
"C00058","C00571"
"C00058","C00596"
"C00058","C00682"
"C00058","C00862"
"C00058","C00951"
"C00058","C01001"
"C00058","C01031"
"C00058","C01044"
"C00058","C01045"
"C00058","C01059"
"C00058","C01180"
"C00058","C01304"
"C00058","C01596"
"C00058","C01943"
"C00058","C02405"
"C00058","C02700"
"C00058","C03204"
"C00058","C03373"
"C00058","C03576"
"C00058","C03680"
"C00058","C03838"
"C00058","C04376"
"C00058","C04484"
"C00058","C04556"
"C00058","C04628"
"C00058","C04677"
"C00058","C04734"
"C00058","C04832"
"C00058","C04874"
"C00058","C04895"
"C00058","C05198"
"C00058","C05295"
"C00058","C05572"
"C00058","C05648"
"C00058","C05651"
"C00058","C05653"
"C00058","C05922"
"C00058","C05923"
"C00058","C06035"
"C00058","C06717"
"C00058","C06760"
"C00058","C06761"
"C00058","C06790"
"C00058","C08276"
"C00058","C11148"
"C00058","C11354"
"C00058","C11508"
"C00058","C11519"
"C00058","C13635"
"C00058","C15523"
"C00058","C15561"
"C00058","C15562"
"C00058","C15563"
"C00058","C15606"
"C00058","C16156"
"C00058","C16157"
"C00058","C18232"
"C00058","C18235"
"C00058","C18272"
"C00058","C18281"
"C00058","C19683"
"C00058","C19684"
"C00058","C19872"
"C00058","C20267"
"C00058","C20534"
"C00058","C20536"
"C00058","C20542"
"C00058","C20567"
"C00058","C20587"
"C00058","C21065"
"C00058","C21764"
"C00058","C21918"
"C00058","C21919"
"C00058","C21921"
"C00058","C00108"
"C00058","C00156"
"C00059","C00094"
"C00059","C00187"
"C00059","C00224"
"C00059","C00256"
"C00059","C00320"
"C00059","C00468"
"C00059","C00571"
"C00059","C00628"
"C00059","C00850"
"C00059","C01075"
"C00059","C01227"
"C00059","C01260"
"C00059","C01310"
"C00059","C01468"
"C00059","C01861"
"C00059","C02538"
"C00059","C02703"
"C00059","C02704"
"C00059","C02824"
"C00059","C03789"
"C00059","C03851"
"C00059","C04555"
"C00059","C04864"
"C00059","C04865"
"C00059","C05526"
"C00059","C05824"
"C00059","C06677"
"C00059","C16199"
"C00059","C17205"
"C00059","C18043"
"C00061","C00063"
"C00061","C00084"
"C00061","C00094"
"C00061","C00103"
"C00061","C00106"
"C00061","C00112"
"C00061","C00255"
"C00061","C00284"
"C00061","C01847"
"C00061","C01984"
"C00061","C02137"
"C00061","C02787"
"C00061","C02952"
"C00061","C03037"
"C00061","C04793"
"C00061","C06742"
"C00061","C11142"
"C00061","C11145"
"C00061","C14695"
"C00061","C18091"
"C00061","C18358"
"C00061","C18360"
"C00061","C19911"
"C00061","C19944"
"C00061","C20125"
"C00061","C20231"
"C00061","C20232"
"C00061","C21149"
"C00061","C21150"
"C00061","C21369"
"C00061","C21396"
"C00061","C21397"
"C00061","C21803"
"C00061","C21805"
"C00061","C21929"
"C00061","C21930"
"C00062","C00077"
"C00062","C00086"
"C00062","C00091"
"C00062","C00099"
"C00062","C00118"
"C00062","C00179"
"C00062","C00327"
"C00062","C00334"
"C00062","C00792"
"C00062","C01035"
"C00062","C01121"
"C00062","C01283"
"C00062","C01294"
"C00062","C02993"
"C00062","C03078"
"C00062","C03296"
"C00062","C03406"
"C00062","C03771"
"C00062","C03912"
"C00062","C04137"
"C00062","C05340"
"C00062","C05933"
"C00062","C05945"
"C00062","C06655"
"C00062","C11351"
"C00062","C12323"
"C00062","C17349"
"C00062","C17355"
"C00062","C20330"
"C00062","C20910"
"C00063","C00074"
"C00063","C00075"
"C00063","C00085"
"C00063","C00093"
"C00063","C00103"
"C00063","C00112"
"C00063","C00128"
"C00063","C00270"
"C00063","C00346"
"C00063","C00354"
"C00063","C00448"
"C00063","C00501"
"C00063","C00513"
"C00063","C00570"
"C00063","C00789"
"C00063","C01068"
"C00063","C01097"
"C00063","C01126"
"C00063","C01187"
"C00063","C03492"
"C00063","C03557"
"C00063","C03785"
"C00063","C04006"
"C00063","C04121"
"C00063","C04352"
"C00063","C04638"
"C00063","C05673"
"C00063","C05674"
"C00063","C06456"
"C00063","C06459"
"C00063","C11434"
"C00063","C11435"
"C00063","C17945"
"C00063","C18059"
"C00063","C18237"
"C00063","C19794"
"C00063","C20082"
"C00063","C20083"
"C00063","C20121"
"C00063","C20934"
"C00063","C21333"
"C00063","C21334"
"C00063","C21384"
"C00063","C21485"
"C00064","C00075"
"C00064","C00079"
"C00064","C00083"
"C00064","C00085"
"C00064","C00119"
"C00064","C00152"
"C00064","C00166"
"C00064","C00251"
"C00064","C00352"
"C00064","C00582"
"C00064","C00691"
"C00064","C00763"
"C00064","C00819"
"C00064","C00857"
"C00064","C00940"
"C00064","C01214"
"C00064","C02627"
"C00064","C03090"
"C00064","C04148"
"C00064","C04376"
"C00064","C04640"
"C00064","C04666"
"C00064","C04677"
"C00064","C04916"
"C00064","C05773"
"C00064","C05893"
"C00064","C05894"
"C00064","C05939"
"C00064","C06399"
"C00064","C06503"
"C00064","C06504"
"C00064","C06506"
"C00064","C06507"
"C00064","C06625"
"C00064","C11355"
"C00064","C17209"
"C00064","C17580"
"C00064","C17581"
"C00064","C18054"
"C00064","C19724"
"C00064","C21510"
"C00064","C21511"
"C00064","C21785"
"C00065","C00078"
"C00065","C00083"
"C00065","C00097"
"C00065","C00118"
"C00065","C00143"
"C00065","C00154"
"C00065","C00168"
"C00065","C00189"
"C00065","C00196"
"C00065","C00346"
"C00065","C00463"
"C00065","C00542"
"C00065","C00570"
"C00065","C00979"
"C00065","C01005"
"C00065","C01217"
"C00065","C02291"
"C00065","C02934"
"C00065","C03506"
"C00065","C03872"
"C00065","C03927"
"C00065","C04377"
"C00065","C04771"
"C00065","C05821"
"C00065","C06735"
"C00065","C11822"
"C00065","C18059"
"C00065","C20466"
"C00065","C21568"
"C00068","C00109"
"C00068","C00184"
"C00068","C00233"
"C00068","C00378"
"C00068","C01081"
"C00068","C03028"
"C00068","C05125"
"C00068","C05381"
"C00068","C06006"
"C00068","C06010"
"C00068","C13378"
"C00068","C15974"
"C00068","C15976"
"C00068","C15978"
"C00068","C21017"
"C00072","C00209"
"C00072","C00547"
"C00072","C01040"
"C00072","C01041"
"C00072","C01115"
"C00072","C01620"
"C00072","C02090"
"C00072","C03170"
"C00072","C03758"
"C00072","C05422"
"C00072","C06098"
"C00072","C08579"
"C00072","C08614"
"C00073","C00082"
"C00073","C00101"
"C00073","C00120"
"C00073","C00155"
"C00073","C00212"
"C00073","C00440"
"C00073","C00541"
"C00073","C00719"
"C00073","C01026"
"C00073","C01077"
"C00073","C01180"
"C00073","C01441"
"C00073","C01468"
"C00073","C01909"
"C00073","C01917"
"C00073","C02989"
"C00073","C03145"
"C00073","C03172"
"C00073","C03173"
"C00073","C03354"
"C00073","C03392"
"C00073","C04144"
"C00073","C04268"
"C00073","C04489"
"C00073","C04536"
"C00073","C04732"
"C00073","C05198"
"C00073","C05688"
"C00073","C05689"
"C00073","C06451"
"C00073","C06452"
"C00073","C06453"
"C00073","C11829"
"C00073","C11830"
"C00073","C11831"
"C00073","C11909"
"C00073","C15809"
"C00073","C15998"
"C00073","C15999"
"C00073","C17010"
"C00073","C17017"
"C00073","C17580"
"C00073","C17581"
"C00073","C17702"
"C00073","C17703"
"C00073","C17949"
"C00073","C17950"
"C00073","C17951"
"C00073","C17952"
"C00073","C18904"
"C00073","C19154"
"C00073","C19768"
"C00073","C20423"
"C00073","C20440"
"C00073","C20772"
"C00073","C20773"
"C00073","C21258"
"C00073","C21310"
"C00073","C21603"
"C00073","C21971"
"C00074","C00075"
"C00074","C00081"
"C00074","C00094"
"C00074","C00104"
"C00074","C00112"
"C00074","C00131"
"C00074","C00206"
"C00074","C00270"
"C00074","C00279"
"C00074","C00286"
"C00074","C00361"
"C00074","C00631"
"C00074","C00645"
"C00074","C01269"
"C00074","C02798"
"C00074","C03175"
"C00074","C04257"
"C00074","C04631"
"C00074","C04691"
"C00074","C06241"
"C00074","C11536"
"C00074","C12106"
"C00074","C12215"
"C00074","C19857"
"C00074","C19870"
"C00074","C19972"
"C00074","C20082"
"C00075","C00085"
"C00075","C00103"
"C00075","C00105"
"C00075","C00190"
"C00075","C00299"
"C00075","C00354"
"C00075","C00446"
"C00075","C00460"
"C00075","C00617"
"C00075","C00935"
"C00075","C01050"
"C00075","C01097"
"C00075","C03737"
"C00075","C03785"
"C00075","C03906"
"C00075","C04037"
"C00075","C04501"
"C00075","C21027"
"C00077","C00086"
"C00077","C00148"
"C00077","C00169"
"C00077","C00245"
"C00077","C00327"
"C00077","C00334"
"C00077","C00512"
"C00077","C00515"
"C00077","C00581"
"C00077","C01035"
"C00077","C01121"
"C00077","C01165"
"C00077","C01959"
"C00077","C03712"
"C00077","C04210"
"C00077","C04322"
"C00077","C05933"
"C00077","C07044"
"C00077","C11351"
"C00077","C20850"
"C00078","C00079"
"C00078","C00148"
"C00078","C00166"
"C00078","C00199"
"C00078","C00235"
"C00078","C00268"
"C00078","C00272"
"C00078","C00331"
"C00078","C00398"
"C00078","C00463"
"C00078","C00643"
"C00078","C01352"
"C00078","C02693"
"C00078","C02700"
"C00078","C02937"
"C00078","C02983"
"C00078","C04290"
"C00078","C05235"
"C00078","C06732"
"C00078","C15522"
"C00078","C16831"
"C00078","C19687"
"C00078","C19716"
"C00078","C20563"
"C00078","C21124"
"C00078","C21283"
"C00078","C21865"
"C00078","C21866"
"C00078","C21892"
"C00079","C00082"
"C00079","C00166"
"C00079","C00268"
"C00079","C00272"
"C00079","C00331"
"C00079","C00423"
"C00079","C00826"
"C00079","C00940"
"C00079","C02135"
"C00079","C02265"
"C00079","C02505"
"C00079","C03519"
"C00079","C05332"
"C00079","C08301"
"C00079","C15522"
"C00079","C15850"
"C00079","C16075"
"C00079","C17235"
"C00079","C19714"
"C00079","C20488"
"C00079","C20579"
"C00079","C20807"
"C00079","C20940"
"C00079","C21087"
"C00079","C00108"
"C00081","C00085"
"C00081","C00092"
"C00081","C00095"
"C00081","C00104"
"C00081","C00105"
"C00081","C00130"
"C00081","C00159"
"C00081","C00275"
"C00081","C00299"
"C00081","C00329"
"C00081","C00352"
"C00081","C00354"
"C00081","C00475"
"C00081","C00794"
"C00081","C01096"
"C00081","C01097"
"C00081","C03614"
"C00081","C03785"
"C00082","C00146"
"C00082","C00199"
"C00082","C00268"
"C00082","C00272"
"C00082","C00355"
"C00082","C00483"
"C00082","C00811"
"C00082","C00822"
"C00082","C00826"
"C00082","C01060"
"C00082","C01179"
"C00082","C01468"
"C00082","C02515"
"C00082","C03004"
"C00082","C03590"
"C00082","C04350"
"C00082","C04368"
"C00082","C04732"
"C00082","C05198"
"C00082","C05235"
"C00082","C07026"
"C00082","C07027"
"C00082","C12323"
"C00082","C15522"
"C00082","C15809"
"C00082","C20800"
"C00082","C21889"
"C00082","C21971"
"C00083","C00100"
"C00083","C00136"
"C00083","C00222"
"C00083","C00223"
"C00083","C00332"
"C00083","C00383"
"C00083","C00406"
"C00083","C00412"
"C00083","C00512"
"C00083","C00525"
"C00083","C00540"
"C00083","C00630"
"C00083","C00683"
"C00083","C00774"
"C00083","C01033"
"C00083","C01745"
"C00083","C02041"
"C00083","C02183"
"C00083","C02557"
"C00083","C02679"
"C00083","C02752"
"C00083","C02791"
"C00083","C02939"
"C00083","C03147"
"C00083","C03414"
"C00083","C04033"
"C00083","C04205"
"C00083","C04608"
"C00083","C04858"
"C00083","C05195"
"C00083","C05270"
"C00083","C05622"
"C00083","C05989"
"C00083","C06355"
"C00083","C06356"
"C00083","C06625"
"C00083","C07350"
"C00083","C07351"
"C00083","C08604"
"C00083","C10020"
"C00083","C10216"
"C00083","C10509"
"C00083","C10538"
"C00083","C11953"
"C00083","C11961"
"C00083","C11969"
"C00083","C11977"
"C00083","C11997"
"C00083","C12000"
"C00083","C12088"
"C00083","C12092"
"C00083","C12093"
"C00083","C12096"
"C00083","C12137"
"C00083","C12366"
"C00083","C12640"
"C00083","C12641"
"C00083","C12642"
"C00083","C12643"
"C00083","C12647"
"C00083","C16191"
"C00083","C16195"
"C00083","C16197"
"C00083","C16222"
"C00083","C16223"
"C00083","C16224"
"C00083","C16231"
"C00083","C16288"
"C00083","C16289"
"C00083","C16290"
"C00083","C16299"
"C00083","C16301"
"C00083","C16404"
"C00083","C17366"
"C00083","C17740"
"C00083","C17741"
"C00083","C17743"
"C00083","C17744"
"C00083","C17746"
"C00083","C18026"
"C00083","C18202"
"C00083","C19750"
"C00083","C20394"
"C00083","C20413"
"C00083","C20414"
"C00083","C20803"
"C00083","C21452"
"C00083","C21568"
"C00083","C21573"
"C00083","C21873"
"C00083","C21913"
"C00083","C00108"
"C00084","C00186"
"C00084","C00188"
"C00084","C00189"
"C00084","C00222"
"C00084","C00466"
"C00084","C00469"
"C00084","C00673"
"C00084","C01802"
"C00084","C01847"
"C00084","C03589"
"C00084","C03910"
"C00084","C04359"
"C00084","C05125"
"C00084","C05519"
"C00084","C05714"
"C00084","C06551"
"C00084","C06556"
"C00084","C06559"
"C00084","C06560"
"C00084","C11541"
"C00084","C11542"
"C00084","C12317"
"C00084","C15488"
"C00084","C15533"
"C00084","C18091"
"C00084","C18248"
"C00084","C19680"
"C00084","C19681"
"C00084","C20955"
"C00085","C00092"
"C00085","C00095"
"C00085","C00112"
"C00085","C00131"
"C00085","C00206"
"C00085","C00227"
"C00085","C00275"
"C00085","C00279"
"C00085","C00352"
"C00085","C00354"
"C00085","C00644"
"C00085","C00665"
"C00085","C06019"
"C00086","C00179"
"C00086","C00213"
"C00086","C00218"
"C00086","C00300"
"C00086","C00334"
"C00086","C00383"
"C00086","C00499"
"C00086","C00515"
"C00086","C00581"
"C00086","C00603"
"C00086","C00792"
"C00086","C01010"
"C00086","C01035"
"C00086","C02170"
"C00086","C02294"
"C00086","C03047"
"C00086","C03139"
"C00086","C06657"
"C00086","C06658"
"C00086","C15607"
"C00086","C20560"
"C00086","C20846"
"C00089","C00095"
"C00089","C00103"
"C00089","C00124"
"C00089","C00267"
"C00089","C00492"
"C00089","C00498"
"C00089","C01742"
"C00089","C02336"
"C00089","C02591"
"C00089","C03661"
"C00089","C03848"
"C00089","C03989"
"C00089","C08242"
"C00089","C16688"
"C00090","C00146"
"C00090","C00196"
"C00090","C00230"
"C00090","C00682"
"C00090","C01502"
"C00090","C01988"
"C00090","C02351"
"C00090","C03861"
"C00090","C04091"
"C00090","C04221"
"C00090","C06321"
"C00090","C06813"
"C00090","C07728"
"C00090","C16482"
"C00090","C16484"
"C00090","C00108"
"C00091","C00104"
"C00091","C00149"
"C00091","C00164"
"C00091","C00209"
"C00091","C00232"
"C00091","C00263"
"C00091","C00313"
"C00091","C00332"
"C00091","C00497"
"C00091","C00512"
"C00091","C00846"
"C00091","C01011"
"C00091","C01118"
"C00091","C01213"
"C00091","C01732"
"C00091","C02232"
"C00091","C02612"
"C00091","C02614"
"C00091","C03296"
"C00091","C03972"
"C00091","C04348"
"C00091","C04462"
"C00091","C06028"
"C00091","C09816"
"C00091","C09817"
"C00091","C09820"
"C00091","C20746"
"C00091","C20747"
"C00092","C00103"
"C00092","C00104"
"C00092","C00116"
"C00092","C00131"
"C00092","C00206"
"C00092","C00394"
"C00092","C00663"
"C00092","C00689"
"C00092","C01080"
"C00092","C01096"
"C00092","C01236"
"C00092","C04534"
"C00092","C16688"
"C00092","C17209"
"C00092","C20668"
"C00093","C00111"
"C00093","C00116"
"C00093","C00118"
"C00093","C00189"
"C00093","C00498"
"C00093","C00513"
"C00093","C01233"
"C00093","C01352"
"C00093","C04641"
"C00093","C04703"
"C00093","C10517"
"C00094","C00127"
"C00094","C00155"
"C00094","C00224"
"C00094","C00245"
"C00094","C00320"
"C00094","C00506"
"C00094","C00593"
"C00094","C00876"
"C00094","C01005"
"C00094","C01077"
"C00094","C01080"
"C00094","C01755"
"C00094","C01847"
"C00094","C02501"
"C00094","C03012"
"C00094","C05527"
"C00094","C05824"
"C00094","C06336"
"C00094","C06735"
"C00094","C11145"
"C00094","C11521"
"C00094","C11536"
"C00094","C16193"
"C00094","C16194"
"C00094","C16196"
"C00094","C16201"
"C00094","C16202"
"C00094","C21787"
"C00095","C00103"
"C00095","C00131"
"C00095","C00198"
"C00095","C00206"
"C00095","C00273"
"C00095","C00392"
"C00095","C00492"
"C00095","C00498"
"C00095","C00794"
"C00095","C01094"
"C00095","C03267"
"C00095","C05402"
"C00095","C06468"
"C00096","C00144"
"C00096","C00197"
"C00096","C00258"
"C00096","C00636"
"C00096","C00976"
"C00096","C01222"
"C00096","C01289"
"C00096","C02280"
"C00096","C04724"
"C00096","C11516"
"C00096","C11544"
"C00096","C15542"
"C00096","C15925"
"C00096","C17556"
"C00096","C17959"
"C00096","C18050"
"C00096","C19854"
"C00096","C19857"
"C00096","C21780"
"C00096","C21781"
"C00097","C00109"
"C00097","C00135"
"C00097","C00491"
"C00097","C00506"
"C00097","C00606"
"C00097","C00669"
"C00097","C00793"
"C00097","C00822"
"C00097","C00956"
"C00097","C00957"
"C00097","C01005"
"C00097","C01077"
"C00097","C01118"
"C00097","C02291"
"C00097","C02512"
"C00097","C02937"
"C00097","C03461"
"C00097","C03492"
"C00097","C04350"
"C00097","C04352"
"C00097","C04353"
"C00097","C05526"
"C00097","C05556"
"C00097","C05575"
"C00097","C05824"
"C00097","C06669"
"C00097","C16518"
"C00097","C17204"
"C00097","C17238"
"C00097","C17241"
"C00097","C17242"
"C00097","C17935"
"C00097","C18237"
"C00097","C19691"
"C00097","C19702"
"C00097","C19703"
"C00097","C20817"
"C00097","C20993"
"C00097","C20994"
"C00097","C21486"
"C00099","C00222"
"C00099","C00522"
"C00099","C00669"
"C00099","C00864"
"C00099","C01073"
"C00099","C01152"
"C00099","C01262"
"C00099","C02207"
"C00099","C02335"
"C00099","C02642"
"C00099","C03065"
"C00099","C03722"
"C00099","C04544"
"C00099","C05340"
"C00099","C05665"
"C00099","C05669"
"C00099","C05670"
"C00100","C00163"
"C00100","C00186"
"C00100","C00349"
"C00100","C00479"
"C00100","C00683"
"C00100","C00827"
"C00100","C00894"
"C00100","C01352"
"C00100","C01794"
"C00100","C02225"
"C00100","C02630"
"C00100","C02876"
"C00100","C03240"
"C00100","C03344"
"C00100","C04644"
"C00100","C05337"
"C00100","C05449"
"C00100","C05467"
"C00100","C06027"
"C00100","C11948"
"C00100","C11949"
"C00100","C20987"
"C00101","C00133"
"C00101","C00143"
"C00101","C00155"
"C00101","C00213"
"C00101","C00230"
"C00101","C00234"
"C00101","C00239"
"C00101","C00365"
"C00101","C00415"
"C00101","C00440"
"C00101","C00445"
"C00101","C00504"
"C00101","C00580"
"C00101","C00664"
"C00101","C00780"
"C00101","C00966"
"C00101","C01008"
"C00101","C01026"
"C00101","C01045"
"C00101","C01352"
"C00101","C02115"
"C00101","C02718"
"C00101","C03479"
"C00101","C03838"
"C00101","C03997"
"C00101","C04022"
"C00101","C04376"
"C00101","C04677"
"C00101","C04734"
"C00101","C05616"
"C00101","C05659"
"C00101","C06672"
"C00101","C08276"
"C00101","C09332"
"C00101","C10882"
"C00101","C16153"
"C00101","C16154"
"C00101","C21801"
"C00101","C21802"
"C00103","C00105"
"C00103","C00144"
"C00103","C00185"
"C00103","C00197"
"C00103","C00208"
"C00103","C00236"
"C00103","C00255"
"C00103","C00258"
"C00103","C00267"
"C00103","C00394"
"C00103","C00446"
"C00103","C00459"
"C00103","C00498"
"C00103","C00501"
"C00103","C00842"
"C00103","C01083"
"C00103","C01231"
"C00103","C02048"
"C00103","C02306"
"C00103","C08250"
"C00103","C19792"
"C00103","C20237"
"C00104","C00105"
"C00104","C00130"
"C00104","C00159"
"C00104","C00275"
"C00104","C00299"
"C00104","C00329"
"C00104","C00352"
"C00104","C00475"
"C00104","C00490"
"C00104","C00531"
"C00104","C01097"
"C00104","C03785"
"C00105","C00106"
"C00105","C00190"
"C00105","C00299"
"C00105","C00363"
"C00105","C00458"
"C00105","C00459"
"C00105","C00460"
"C00105","C00705"
"C00105","C01289"
"C00105","C01346"
"C00105","C02970"
"C00105","C04507"
"C00105","C04739"
"C00105","C04882"
"C00105","C05897"
"C00105","C06198"
"C00105","C17556"
"C00105","C19772"
"C00105","C19773"
"C00105","C19774"
"C00105","C20390"
"C00105","C21079"
"C00106","C00119"
"C00106","C00380"
"C00106","C00429"
"C00106","C00526"
"C00106","C00620"
"C00106","C00672"
"C00106","C00813"
"C00106","C00979"
"C00106","C01847"
"C00106","C02674"
"C00106","C03030"
"C00106","C03584"
"C00106","C20231"
"C00109","C00155"
"C00109","C00188"
"C00109","C01234"
"C00109","C02291"
"C00109","C02356"
"C00109","C02488"
"C00109","C02876"
"C00109","C05125"
"C00109","C05335"
"C00109","C05688"
"C00109","C05699"
"C00109","C05703"
"C00109","C06006"
"C00109","C06030"
"C00109","C06032"
"C00109","C17234"
"C00109","C20905"
"C00109","C21017"
"C00111","C00118"
"C00111","C00184"
"C00111","C00222"
"C00111","C00354"
"C00111","C00424"
"C00111","C00441"
"C00111","C00546"
"C00111","C00577"
"C00111","C00623"
"C00111","C01094"
"C00111","C01099"
"C00111","C01131"
"C00111","C01352"
"C00111","C03394"
"C00111","C03722"
"C00111","C03785"
"C00111","C05378"
"C00111","C05840"
"C00111","C06893"
"C00111","C20644"
"C00111","C20798"
"C00111","C20831"
"C00111","C20960"
"C00111","C21610"
"C00111","C21611"
"C00112","C00354"
"C00112","C00448"
"C00112","C01097"
"C00112","C01126"
"C00112","C01389"
"C00112","C01788"
"C00112","C03785"
"C00112","C04724"
"C00112","C04808"
"C00112","C20121"
"C00112","C20764"
"C00113","C00296"
"C00113","C00493"
"C00113","C00804"
"C00113","C00944"
"C00113","C01359"
"C00113","C02637"
"C00113","C05985"
"C00113","C06144"
"C00113","C06145"
"C00113","C06146"
"C00113","C15599"
"C00114","C00189"
"C00114","C00482"
"C00114","C00565"
"C00114","C00576"
"C00114","C00588"
"C00114","C00719"
"C00114","C00919"
"C00114","C00933"
"C00114","C01175"
"C00114","C01996"
"C00114","C07345"
"C00116","C00124"
"C00116","C00184"
"C00116","C00577"
"C00116","C00623"
"C00116","C00969"
"C00116","C01582"
"C00116","C03189"
"C00116","C05401"
"C00117","C00118"
"C00117","C00119"
"C00117","C00121"
"C00117","C00130"
"C00117","C00147"
"C00117","C00153"
"C00117","C00199"
"C00117","C00231"
"C00117","C00262"
"C00117","C00301"
"C00117","C00380"
"C00117","C00396"
"C00117","C00455"
"C00117","C00620"
"C00117","C01151"
"C00117","C03090"
"C00117","C03536"
"C00117","C05382"
"C00117","C13378"
"C00117","C20986"
"C00118","C00184"
"C00118","C00197"
"C00118","C00199"
"C00118","C00231"
"C00118","C00236"
"C00118","C00353"
"C00118","C00354"
"C00118","C00463"
"C00118","C00546"
"C00118","C00577"
"C00118","C01286"
"C00118","C03506"
"C00118","C03785"
"C00118","C04294"
"C00118","C04442"
"C00118","C05378"
"C00118","C05382"
"C00118","C06655"
"C00118","C11437"
"C00118","C16848"
"C00118","C20525"
"C00119","C00147"
"C00119","C00253"
"C00119","C00262"
"C00119","C00295"
"C00119","C00385"
"C00119","C00429"
"C00119","C00655"
"C00119","C01103"
"C00119","C01185"
"C00119","C01441"
"C00119","C01743"
"C00119","C02380"
"C00119","C02739"
"C00119","C02835"
"C00119","C02970"
"C00119","C03090"
"C00119","C03722"
"C00119","C04302"
"C00119","C04437"
"C00119","C04639"
"C00119","C04646"
"C00119","C07648"
"C00119","C07649"
"C00119","C16614"
"C00119","C16615"
"C00119","C16619"
"C00119","C16634"
"C00119","C18004"
"C00119","C20352"
"C00119","C21260"
"C00119","C00108"
"C00120","C01893"
"C00120","C01894"
"C00120","C01909"
"C00120","C05198"
"C00120","C05552"
"C00120","C05921"
"C00120","C20386"
"C00121","C00147"
"C00121","C00212"
"C00121","C00242"
"C00121","C00299"
"C00121","C00309"
"C00121","C00387"
"C00121","C00396"
"C00121","C01685"
"C00121","C01762"
"C00121","C02216"
"C00121","C02494"
"C00121","C03150"
"C00121","C03169"
"C00121","C04083"
"C00121","C05841"
"C00121","C15545"
"C00121","C15586"
"C00121","C15587"
"C00121","C16352"
"C00121","C16353"
"C00121","C16427"
"C00121","C16449"
"C00122","C00164"
"C00122","C00295"
"C00122","C00337"
"C00122","C01061"
"C00122","C01352"
"C00122","C01455"
"C00122","C02514"
"C00122","C03401"
"C00122","C03576"
"C00122","C03600"
"C00122","C03794"
"C00122","C04628"
"C00122","C04677"
"C00122","C04823"
"C00122","C04832"
"C00122","C09816"
"C00122","C20961"
"C00123","C00233"
"C00123","C00556"
"C00123","C02486"
"C00123","C02710"
"C00123","C04335"
"C00123","C08262"
"C00124","C00137"
"C00124","C00159"
"C00124","C00243"
"C00124","C00267"
"C00124","C00446"
"C00124","C00492"
"C00124","C00880"
"C00124","C00984"
"C00124","C01113"
"C00124","C01235"
"C00124","C01613"
"C00124","C01697"
"C00124","C02669"
"C00124","C03269"
"C00124","C03383"
"C00124","C05400"
"C00124","C05401"
"C00127","C00155"
"C00127","C00320"
"C00127","C00530"
"C00127","C01420"
"C00127","C01817"
"C00127","C02587"
"C00127","C03434"
"C00127","C03684"
"C00127","C04805"
"C00127","C05330"
"C00127","C05356"
"C00127","C05422"
"C00127","C06600"
"C00127","C06601"
"C00127","C07097"
"C00127","C07099"
"C00127","C07294"
"C00127","C07295"
"C00127","C18870"
"C00127","C18871"
"C00127","C20788"
"C00127","C21563"
"C00128","C00270"
"C00128","C03691"
"C00129","C00235"
"C00129","C00341"
"C00129","C00353"
"C00129","C00448"
"C00129","C01143"
"C00129","C01230"
"C00129","C02569"
"C00129","C04145"
"C00129","C04146"
"C00129","C04216"
"C00129","C04217"
"C00129","C04509"
"C00129","C04574"
"C00129","C11356"
"C00129","C11811"
"C00129","C16826"
"C00129","C17432"
"C00129","C17434"
"C00129","C17435"
"C00129","C17436"
"C00129","C17438"
"C00129","C18321"
"C00129","C19760"
"C00129","C19852"
"C00129","C20345"
"C00129","C21784"
"C00130","C00144"
"C00130","C00246"
"C00130","C00262"
"C00130","C00294"
"C00130","C00655"
"C00130","C03794"
"C00130","C04734"
"C00130","C06435"
"C00131","C00159"
"C00131","C00206"
"C00131","C00275"
"C00131","C00475"
"C00131","C00738"
"C00131","C01096"
"C00131","C02965"
"C00131","C12347"
"C00132","C01424"
"C00132","C02247"
"C00132","C03576"
"C00132","C03671"
"C00132","C03686"
"C00132","C03716"
"C00132","C03920"
"C00132","C03944"
"C00132","C04164"
"C00132","C04434"
"C00132","C05616"
"C00132","C06358"
"C00132","C06800"
"C00132","C09694"
"C00132","C10858"
"C00132","C12426"
"C00132","C12427"
"C00132","C12448"
"C00132","C16504"
"C00132","C16505"
"C00132","C16506"
"C00132","C16753"
"C00132","C17530"
"C00132","C18021"
"C00132","C18064"
"C00132","C18345"
"C00132","C18634"
"C00132","C18640"
"C00132","C18641"
"C00132","C19613"
"C00132","C19680"
"C00132","C19681"
"C00132","C20634"
"C00132","C20689"
"C00132","C20992"
"C00133","C00143"
"C00133","C00217"
"C00133","C00256"
"C00133","C00647"
"C00133","C00993"
"C00133","C02115"
"C00133","C03341"
"C00133","C03738"
"C00133","C04702"
"C00133","C04804"
"C00133","C04882"
"C00133","C06432"
"C00133","C19694"
"C00134","C00170"
"C00134","C00315"
"C00134","C00323"
